trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
25,0,25,0,66.5041954999324,,66.47547720000148,5,66.5041954999324,66.5041954999324,0.014815399888902903,68.95912860007957,[0.42],[0.406],[1],[0],[0],[2.468887499999255],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
26,0,26,0,69.00676620006561,,68.96127690002322,10,69.00676620006561,69.00676620006561,0.021614799974486232,71.52914960007183,[0.168],[-0.15],[1],[0],[0],[2.546214000089094],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
27,0,27,0,71.55958350002766,,71.5315587001387,5,71.55958350002766,71.55958350002766,0.011417000088840723,73.58151419996284,[0.452],[0.436],[1],[0],[0],[2.0386263001710176],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
28,0,28,0,73.61167170014232,,73.58365539996885,5,73.61167170014232,73.61167170014232,0.012094000121578574,76.85118700005114,[-0.276],[-0.48],[1],[0],[0],[3.2554189001675695],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
29,0,29,0,76.88209720002487,,76.85337690007873,5,76.88209720002487,76.88209720002487,0.011605100007727742,79.25357880000956,[-0.176],[0.436],[1],[0],[0],[2.388497999869287],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
30,0,30,0,79.3014488001354,,79.2557775999885,10,79.3014488001354,79.3014488001354,0.02296190010383725,81.57394729997031,[0.13],[-0.184],[1],[0],[0],[2.2951632000040263],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
31,0,31,0,81.60399880004115,,81.57620709994808,5,81.60399880004115,81.60399880004115,0.014378999825567007,83.55875960015692,[0.41],[-0.18],[1],[0],[0],[1.9681553000118583],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
32,0,32,0,83.60597959998995,,83.56089129997417,10,83.60597959998995,83.60597959998995,0.020773400086909533,85.67802039999515,[-0.196],[0.124],[1],[0],[0],[2.0964205998461694],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
33,0,33,0,85.7246354999952,,85.68049330008216,10,85.7246354999952,85.7246354999952,0.03232529992237687,86.97869050013833,[-0.232],[0.234],[1],[0],[0],[1.2658808000851423],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
34,0,34,0,87.02669600001536,,86.98086909996346,10,87.02669600001536,87.02669600001536,0.022563599981367588,88.79741009999998,[0.178],[-0.076],[1],[0],[0],[1.793905399972573],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
35,0,35,0,88.8286187001504,,88.79962630011141,5,88.8286187001504,88.8286187001504,0.010934200137853622,90.93380660004914,[-0.19],[0.35],[1],[0],[0],[2.123242400120944],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
36,0,36,0,90.9813024001196,,90.93599090003408,10,90.9813024001196,90.9813024001196,0.023769699968397617,95.0037253999617,[-0.086],[-0.484],[1],[0],[0],[4.044082700042054],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
37,0,37,0,95.05165840010159,,95.0061079999432,10,95.05165840010159,95.05165840010159,0.02608079998753965,97.2732577000279,[0.108],[-0.088],[1],[0],[0],[2.2411706999409944],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
38,0,38,0,97.30478879995644,,97.27559780003503,5,97.30478879995644,97.30478879995644,0.013634900096803904,99.10907170013525,[-0.078],[-0.212],[1],[0],[0],[1.8199012000113726],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
39,0,39,0,99.1402342999354,,99.11120510008186,5,99.1402342999354,99.1402342999354,0.010739099932834506,100.81112670013681,[-0.436],[0.048],[1],[0],[0],[1.6892926001455635],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
40,0,40,0,100.85870570014231,,100.81348849995993,10,100.85870570014231,100.85870570014231,0.023401499958708882,102.99629110004753,[0.292],[0.142],[1],[0],[0],[2.1594104000832886],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
41,0,41,0,103.02756720012985,,102.99846819997765,5,103.02756720012985,103.02756720012985,0.013594900025054812,104.98212740011513,[-0.09],[0.188],[1],[0],[0],[1.970105899963528],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
42,0,42,0,105.02931799995713,,104.98650959995575,10,105.02931799995713,105.02931799995713,0.026288399938493967,106.73389389994554,[0.404],[0.116],[1],[0],[0],[1.7215231000445783],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
43,0,43,0,106.78183600003831,,106.73607750004157,10,106.78183600003831,106.78183600003831,0.022597000002861023,108.45247639995068,[0.022],[0.312],[1],[0],[0],[1.693728000158444],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
44,0,44,0,108.50044060009532,,108.45461799995974,10,108.50044060009532,108.50044060009532,0.024055900052189827,110.75558810005896,[0.024],[-0.448],[1],[0],[0],[2.276766400085762],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
45,0,45,0,110.8028731001541,,110.7578106999863,10,110.8028731001541,110.8028731001541,0.028944300021976233,113.15762030007318,[-0.45],[-0.282],[1],[0],[0],[2.3708548001013696],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
46,0,46,0,113.20557290012948,,113.15982730011456,10,113.20557290012948,113.20557290012948,0.02329410007223487,115.54370249994099,[-0.004],[0.3],[1],[0],[0],[2.3605880001559854],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
47,0,47,0,115.57475659996271,,115.54586199996993,5,115.57475659996271,115.57475659996271,0.010958600090816617,117.9296808000654,[0.104],[-0.204],[1],[0],[0],[2.372823700075969],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
48,0,48,0,117.97745690005831,,117.93192490004003,10,117.97745690005831,117.97745690005831,0.022254399955272675,119.79895430011675,[0.152],[-0.096],[1],[0],[0],[1.8446098000276834],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
49,0,49,0,119.84614300006069,,119.80111719993874,10,119.84614300006069,119.84614300006069,0.02280400018207729,121.10005360003561,[-0.108],[0.052],[1],[0],[0],[1.276092299958691],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
50,0,50,0,121.1474558999762,,121.10227779997513,10,121.1474558999762,121.1474558999762,0.021722800098359585,122.68550299992785,[0.09],[0.222],[1],[0],[0],[1.5614114000927657],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
51,0,51,0,122.71605920000002,,122.68767060013488,5,122.71605920000002,122.71605920000002,0.011411299929022789,124.73694110009819,[-0.442],[0.488],[1],[0],[0],[2.037796299904585],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
52,0,52,0,124.78494139993563,,124.7391105000861,10,124.78494139993563,124.78494139993563,0.021890300093218684,126.70676690014079,[0.306],[0.162],[1],[0],[0],[1.9457592000253499],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
53,0,53,0,126.73714620014653,,126.70891929999925,5,126.73714620014653,126.73714620014653,0.013720200164243579,128.7752158001531,[0.088],[-0.02],[1],[0],[0],[2.05250950017944],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
54,0,54,0,128.8225953001529,,128.77764139999636,10,128.8225953001529,128.8225953001529,0.030394300119951367,130.86042109993286,[0.256],[0.33],[1],[0],[0],[2.052374399965629],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
55,0,55,0,130.89165250002407,,130.86306739994325,5,130.89165250002407,130.89165250002407,0.011203799862414598,132.71309460001066,[-0.316],[0.154],[1],[0],[0],[1.8388399998657405],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
56,0,56,0,132.76045699999668,,132.715247400105,10,132.76045699999668,132.76045699999668,0.021837100153788924,135.31563950004056,[-0.322],[-0.224],[1],[0],[0],[2.578534800093621],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
57,0,57,0,135.34621870005503,,135.31778410007246,5,135.34621870005503,135.34621870005503,0.010976599995046854,137.01706730015576,[-0.062],[0.07],[1],[0],[0],[1.6882718000561],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
58,0,58,0,137.0651766001247,,137.01924400008284,10,137.0651766001247,137.0651766001247,0.021712299901992083,138.71912860008888,[-0.434],[0.0],[1],[0],[0],[1.678144000004977],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
59,0,59,0,138.75036730011925,,138.72157280007377,5,138.75036730011925,138.75036730011925,0.010349999880418181,140.27086220006458,[0.04],[0.248],[1],[0],[0],[1.5388956000097096],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
60,0,60,0,140.318620899925,,140.27302970015444,10,140.318620899925,140.318620899925,0.02246699994429946,142.53968030004762,[-0.502],[-0.212],[1],[0],[0],[2.2440537998918444],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
