trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
89,0,89,0,127.36217229999602,,127.30198660003953,10,127.36217229999602,127.36217229999602,0.032216900028288364,128.5652981000021,[0.456],[0.064],[1],[0],[0],[1.2319130999967456],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
90,0,90,0,128.61262670019642,,128.5683118000161,10,128.61262670019642,128.61262670019642,0.028722699964419007,129.79985670000315,[-0.156],[-0.186],[1],[0],[0],[1.2030838001519442],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
91,0,91,0,129.83075610012747,,129.8028558001388,5,129.83075610012747,129.83075610012747,0.014807499945163727,131.08533999999054,[0.066],[0.304],[1],[0],[0],[1.2677104000467807],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
92,0,92,0,131.11533570010215,,131.09025110001676,5,131.11533570010215,131.11533570010215,0.017185900127515197,132.21920730010606,[0.402],[0.13],[1],[0],[0],[1.1123560001142323],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
93,0,93,0,132.28361050016247,,132.2224942999892,10,132.28361050016247,132.28361050016247,0.03892010007984936,133.68750100000761,[0.124],[-0.216],[1],[0],[0],[1.4264159998856485],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
94,0,94,0,133.71834110002965,,133.6905139000155,5,133.71834110002965,133.71834110002965,0.014562499942258,135.25697780004703,[-0.404],[0.146],[1],[0],[0],[1.552013099892065],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
95,0,95,0,135.32080140011385,,135.26059550000355,10,135.32080140011385,135.32080140011385,0.03654249990358949,136.2571243001148,[-0.444],[0.092],[1],[0],[0],[0.9603440000209957],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
96,0,96,0,136.3217878001742,,136.26010100007989,10,136.3217878001742,136.3217878001742,0.030425499891862273,138.6947690001689,[0.428],[0.482],[1],[0],[0],[2.404237800044939],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
97,0,97,0,138.74112100014463,,138.70055030006915,5,138.74112100014463,138.74112100014463,0.01876770006492734,139.79505140008405,[0.47],[0.276],[1],[0],[0],[1.0765263000503182],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
98,0,98,0,139.8604870000854,,139.79848830006085,10,139.8604870000854,139.8604870000854,0.033486499916762114,140.83039940008894,[0.444],[0.36],[1],[0],[0],[0.9985845999326557],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
99,0,99,0,140.87652200018056,,140.83605650020763,5,140.87652200018056,140.87652200018056,0.0203704999294132,142.0146688001696,[0.344],[0.308],[1],[0],[0],[1.158967199968174],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
100,0,100,0,142.0779380002059,,142.02007830003276,10,142.0779380002059,142.0779380002059,0.03377899993211031,143.48196490015835,[-0.33],[0.4],[1],[0],[0],[1.428834700025618],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
101,0,101,0,143.5290980001446,,143.48491610004567,10,143.5290980001446,143.5290980001446,0.028411800041794777,144.6995039000176,[-0.314],[0.158],[1],[0],[0],[1.186340100131929],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
102,0,102,0,144.73038409999572,,144.70334510016255,5,144.73038409999572,144.73038409999572,0.01572089991532266,146.38603380019777,[-0.318],[-0.074],[1],[0],[0],[1.667188199935481],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
103,0,103,0,146.44905200018547,,146.39147520018741,10,146.44905200018547,146.44905200018547,0.03195990016683936,148.38669670000672,[0.452],[-0.236],[1],[0],[0],[1.9640323999337852],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
104,0,104,0,148.4178322001826,,148.3903513001278,5,148.4178322001826,148.4178322001826,0.015606499975547194,149.6559569002129,[-0.436],[0.172],[1],[0],[0],[1.2501097000204027],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
105,0,105,0,149.68583260010928,,149.66026070015505,5,149.68583260010928,149.68583260010928,0.016272200038656592,150.69089150009677,[-0.46],[0.052],[1],[0],[0],[1.0146519001573324],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
106,0,106,0,150.7373302001506,,150.69646330014803,5,150.7373302001506,150.7373302001506,0.023337200051173568,151.8915373000782,[-0.396],[-0.132],[1],[0],[0],[1.172442799899727],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
107,0,107,0,151.93875270010903,,151.896990200039,5,151.93875270010903,151.93875270010903,0.020183100132271647,153.37638740008697,[-0.374],[-0.472],[1],[0],[0],[1.4599868999794126],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
108,0,108,0,153.4233138000127,,153.38015380012803,10,153.4233138000127,153.4233138000127,0.027948700124397874,154.8442075001076,[0.122],[-0.228],[1],[0],[0],[1.4365087999030948],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
109,0,109,0,154.87493890011683,,154.84743130020797,5,154.87493890011683,154.87493890011683,0.016004000091925263,156.0962638000492,[-0.422],[-0.29],[1],[0],[0],[1.2329233998898417],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
110,0,110,0,156.14297100016847,,156.10099270008504,10,156.14297100016847,156.14297100016847,0.029706599889323115,157.83131600008346,[0.088],[-0.304],[1],[0],[0],[1.7013117000460625],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
111,0,111,0,157.87818580004387,,157.83655350003392,10,157.87818580004387,157.87818580004387,0.030698500107973814,159.23206500010565,[-0.484],[-0.332],[1],[0],[0],[1.3654120001010597],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
112,0,112,0,159.2967604000587,,159.23745560017414,10,159.2967604000587,159.2967604000587,0.03782039997167885,161.16881639999337,[0.402],[-0.428],[1],[0],[0],[1.8943233001045883],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
113,0,113,0,161.21522870007902,,161.17234340007417,5,161.21522870007902,161.21522870007902,0.017428899882361293,162.41920960019343,[-0.062],[-0.124],[1],[0],[0],[1.2297795000486076],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
114,0,114,0,162.48346440005116,,162.42313280003145,10,162.48346440005116,162.48346440005116,0.03843590011820197,164.48840140015818,[0.038],[0.372],[1],[0],[0],[2.027104599867016],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
115,0,115,0,164.55324350018054,,164.4954201001674,5,164.55324350018054,164.55324350018054,0.02975329989567399,165.95632330002263,[-0.236],[0.412],[1],[0],[0],[1.4321635998785496],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
116,0,116,0,166.02138829999603,,165.95978100015782,10,166.02138829999603,166.02138829999603,0.033981299959123135,167.5913713001646,[0.0],[-0.368],[1],[0],[0],[1.597762000048533],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
117,0,117,0,167.6389737999998,,167.5985714001581,5,167.6389737999998,167.6389737999998,0.024177300045266747,169.211667700205,[0.416],[0.232],[1],[0],[0],[1.5899684999603778],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
118,0,118,0,169.27451080013998,,169.2173090002034,10,169.27451080013998,169.27451080013998,0.03543450008146465,170.4621326001361,[0.122],[0.228],[1],[0],[0],[1.2100701997987926],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
119,0,119,0,170.50915530021302,,170.46773840021342,5,170.50915530021302,170.50915530021302,0.020648400066420436,171.74834070005454,[-0.212],[0.228],[1],[0],[0],[1.2605608999729156],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
120,0,120,0,171.81063940003514,,171.75389060005546,10,171.81063940003514,171.81063940003514,0.03890170017257333,173.07948170020245,[-0.436],[-0.406],[1],[0],[0],[1.2873800999950618],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
121,0,121,0,173.12897610012442,,173.08379750000313,5,173.12897610012442,173.12897610012442,0.01939290016889572,174.81653830013238,[-0.446],[-0.418],[1],[0],[0],[1.7137551999185234],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
122,0,122,0,174.84702139999717,,174.82047950010747,5,174.84702139999717,174.84702139999717,0.017484299838542938,176.65230300021358,[-0.338],[0.084],[1],[0],[0],[1.8145087000448257],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
123,0,123,0,176.71609390014783,,176.6553799000103,10,176.71609390014783,176.71609390014783,0.0328615999314934,177.95462960004807,[0.324],[0.108],[1],[0],[0],[1.2663916000165045],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
124,0,124,0,178.00033490010537,,177.95965080009773,5,178.00033490010537,178.00033490010537,0.023884300142526627,179.15485220006667,[-0.086],[0.312],[1],[0],[0],[1.1720655001699924],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
125,0,125,0,179.2186573999934,,179.15788820013404,10,179.2186573999934,179.2186573999934,0.03978969994932413,180.78933700011112,[0.322],[-0.038],[1],[0],[0],[1.5919413000810891],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
126,0,126,0,180.85425750003196,,180.79301290004514,10,180.85425750003196,180.85425750003196,0.03801710018888116,182.17435460002162,[0.276],[0.364],[1],[0],[0],[1.3441051999107003],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
127,0,127,0,182.20493200002238,,182.17762560001574,5,182.20493200002238,182.20493200002238,0.014992499956861138,183.52564780018292,[-0.178],[0.132],[1],[0],[0],[1.3332317001186311],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
128,0,128,0,183.5730687000323,,183.52942050015554,10,183.5730687000323,183.5730687000323,0.028563300147652626,184.82764180004597,[0.042],[0.356],[1],[0],[0],[1.2700704999733716],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
129,0,129,0,184.90844940021634,,184.83142890012823,10,184.90844940021634,184.90844940021634,0.04373689997009933,186.1794927001465,[0.476],[-0.044],[1],[0],[0],[1.3046522000804543],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
130,0,130,0,186.24316120008007,,186.18333770008758,10,186.24316120008007,186.24316120008007,0.033042100025340915,187.72948730015196,[-0.482],[-0.048],[1],[0],[0],[1.5134843999985605],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
131,0,131,0,187.7779453000985,,187.73488750006072,5,187.7779453000985,187.7779453000985,0.019538299879059196,189.03290500002913,[-0.142],[-0.16],[1],[0],[0],[1.2791691001038998],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
132,0,132,0,189.06245070020668,,189.03826860012487,5,189.06245070020668,189.06245070020668,0.017656200099736452,190.50054590008222,[0.48],[0.256],[1],[0],[0],[1.4453396000899374],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
133,0,133,0,190.5475752002094,,190.50457129999995,10,190.5475752002094,190.5475752002094,0.026838399935513735,191.81795800011605,[0.426],[0.228],[1],[0],[0],[1.2867523999884725],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
134,0,134,0,191.88279710011557,,191.82095950003713,10,191.88279710011557,191.88279710011557,0.02968140016309917,193.2538339002058,[-0.068],[-0.004],[1],[0],[0],[1.403177300002426],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
135,0,135,0,193.33433360001072,,193.25925640016794,10,193.33433360001072,193.33433360001072,0.039250999921932817,194.7219637001399,[0.232],[0.304],[1],[0],[0],[1.4239456001669168],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
136,0,136,0,194.7862742000725,,194.7289894002024,5,194.7862742000725,194.7862742000725,0.031434099888429046,196.22381760017015,[-0.01],[-0.016],[1],[0],[0],[1.4644979001022875],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
137,0,137,0,196.30427990015596,,196.22938250005245,10,196.30427990015596,196.30427990015596,0.038831699872389436,197.89118940010667,[-0.452],[-0.128],[1],[0],[0],[1.623741399962455],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
138,0,138,0,197.92246280005202,,197.8946666000411,5,197.92246280005202,197.92246280005202,0.015200600028038025,199.07648140005767,[-0.442],[-0.304],[1],[0],[0],[1.1668036999180913],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
139,0,139,0,199.12361600017175,,199.07997550000437,10,199.12361600017175,199.12361600017175,0.027642600005492568,200.4606232000515,[-0.084],[-0.344],[1],[0],[0],[1.3532324000261724],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
140,0,140,0,200.50868860003538,,200.46361530013382,10,200.50868860003538,200.50868860003538,0.02946330001577735,201.64547080011107,[-0.252],[-0.264],[1],[0],[0],[1.1525665000081062],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
141,0,141,0,201.71010950021446,,201.64901820011437,10,201.71010950021446,201.71010950021446,0.034547300077974796,203.14709830004722,[0.284],[0.06],[1],[0],[0],[1.4639626999851316],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
142,0,142,0,203.21150820003822,,203.1500731999986,10,203.21150820003822,203.21150820003822,0.028241700027137995,204.8655591001734,[0.006],[0.34],[1],[0],[0],[1.6873188000172377],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
143,0,143,0,204.93044080003165,,204.87115760007873,10,204.93044080003165,204.93044080003165,0.037482199957594275,206.46798580000177,[0.38],[0.452],[1],[0],[0],[1.5601163001265377],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
144,0,144,0,206.49833930004388,,206.47113570012152,5,206.49833930004388,206.49833930004388,0.014428500086069107,207.6862869001925,[0.01],[0.436],[1],[0],[0],[1.200874599860981],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
145,0,145,0,207.71662180009298,,207.6904710000381,5,207.71662180009298,207.71662180009298,0.01667280006222427,208.9703184000682,[0.122],[0.072],[1],[0],[0],[1.263562899781391],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
146,0,146,0,209.00118120014668,,208.9738092001062,5,209.00118120014668,209.00118120014668,0.016045399941504,210.2067609000951,[-0.196],[-0.02],[1],[0],[0],[1.2170114000327885],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
147,0,147,0,210.26933630020358,,210.21303000021726,10,210.26933630020358,210.26933630020358,0.03383039985783398,212.15688170003705,[0.302],[0.06],[1],[0],[0],[1.9106452998239547],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
148,0,148,0,212.20471680001356,,212.1640933000017,5,212.20471680001356,212.20471680001356,0.021981399971991777,213.42544760019518,[-0.1],[0.034],[1],[0],[0],[1.240617800038308],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
149,0,149,0,213.48999680019915,,213.428763900185,10,213.48999680019915,213.48999680019915,0.03191699995659292,214.62590330000967,[-0.124],[-0.212],[1],[0],[0],[1.1653468001168221],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
150,0,150,0,214.7079117000103,,214.63215650012717,10,214.7079117000103,214.7079117000103,0.0505301000084728,215.87962990021333,[0.446],[-0.154],[1],[0],[0],[1.1976242000237107],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
151,0,151,0,215.94262160011567,,215.8851799000986,10,215.94262160011567,215.94262160011567,0.033759200014173985,217.19613190018572,[0.24],[-0.412],[1],[0],[0],[1.2779417000710964],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
152,0,152,0,217.27709270012565,,217.2018927000463,10,217.27709270012565,217.27709270012565,0.04326479998417199,218.61511920019984,[0.436],[0.02],[1],[0],[0],[1.3707608000840992],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
153,0,153,0,218.66214370005764,,218.618208500091,10,218.66214370005764,218.66214370005764,0.02775039989501238,220.13271670020185,[-0.322],[-0.118],[1],[0],[0],[1.4868876000400633],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
154,0,154,0,220.18010650016367,,220.1357229000423,10,220.18010650016367,220.18010650016367,0.02670889999717474,221.41749420017004,[-0.504],[-0.476],[1],[0],[0],[1.2552785999141634],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
155,0,155,0,221.44832950015552,,221.4205201000441,5,221.44832950015552,221.44832950015552,0.014697799924761057,222.9861230000388,[-0.382],[-0.408],[1],[0],[0],[1.5510178999975324],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
156,0,156,0,223.05034340010025,,222.990069600055,10,223.05034340010025,223.05034340010025,0.03747659991495311,224.32070590020157,[-0.404],[-0.138],[1],[0],[0],[1.2934316999744624],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
157,0,157,0,224.38554940000176,,224.32791050011292,5,224.38554940000176,224.38554940000176,0.032766700023785233,225.12224890012294,[-0.404],[-0.138],[1],[0],[0],[0.7626622000243515],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
158,0,158,0,225.18614060012624,,225.12705420004204,10,225.18614060012624,225.18614060012624,0.033033200073987246,226.77296930016018,[-0.404],[0.418],[1],[0],[0],[1.6134617999196053],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
159,0,159,0,226.8207674000878,,226.77598120016046,10,226.8207674000878,226.8207674000878,0.02674470003694296,228.30931390007026,[-0.368],[-0.082],[1],[0],[0],[1.5067369998432696],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
160,0,160,0,228.37352800020017,,228.31229300005361,10,228.37352800020017,228.37352800020017,0.028297399869188666,229.87667260016315,[0.118],[-0.106],[1],[0],[0],[1.5362788001075387],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
161,0,161,0,229.90750840003602,,229.8796553001739,5,229.90750840003602,229.90750840003602,0.014456700067967176,231.1137653000187,[-0.096],[-0.38],[1],[0],[0],[1.2196158000733703],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
162,0,162,0,231.158890100196,,231.11733400006779,10,231.158890100196,231.158890100196,0.028491399949416518,232.99638380017132,[0.492],[-0.312],[1],[0],[0],[1.850728000048548],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
163,0,163,0,233.04429200012237,,232.99930340005085,10,233.04429200012237,233.04429200012237,0.02794190007261932,234.31528300000355,[0.228],[-0.08],[1],[0],[0],[1.2882256999146193],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
164,0,164,0,234.3628626000136,,234.31883500004187,10,234.3628626000136,234.3628626000136,0.026762499939650297,235.91746180015616,[0.216],[0.304],[1],[0],[0],[1.5720701001118869],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
165,0,165,0,235.964139000047,,235.92043340019882,10,235.964139000047,235.964139000047,0.026496500009670854,237.26929520000704,[0.406],[0.062],[1],[0],[0],[1.322412900160998],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
166,0,166,0,237.31600440014154,,237.27352720010094,5,237.31600440014154,237.31600440014154,0.019965399987995625,238.53641690011136,[0.476],[0.148],[1],[0],[0],[1.2435844999272376],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
167,0,167,0,238.58365760021843,,238.54052780009806,5,238.58365760021843,238.58365760021843,0.016177200013771653,239.89038710016757,[-0.108],[-0.42],[1],[0],[0],[1.3340650000609457],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
168,0,168,0,239.93552500009537,,239.8944733000826,5,239.93552500009537,239.93552500009537,0.02052340004593134,241.20624750014395,[-0.02],[0.288],[1],[0],[0],[1.291571999900043],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
169,0,169,0,241.23659890005365,,241.2097019001376,5,241.23659890005365,241.23659890005365,0.016116900136694312,242.55895230011083,[-0.324],[-0.02],[1],[0],[0],[1.3331995999906212],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
170,0,170,0,242.6217284000013,,242.56543230009265,10,242.6217284000013,242.6217284000013,0.03501550015062094,244.19398550014012,[-0.218],[0.316],[1],[0],[0],[1.5942899999208748],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
171,0,171,0,244.24094060016796,,244.1989088000264,5,244.24094060016796,244.24094060016796,0.016096499981358647,245.38001010008156,[-0.414],[0.116],[1],[0],[0],[1.1654742998071015],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
172,0,172,0,245.40790490014479,,245.3840055000037,5,245.40790490014479,245.40790490014479,0.015862900065258145,246.84588850010186,[-0.244],[-0.366],[1],[0],[0],[1.4461994001176208],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
173,0,173,0,246.89296289999038,,246.84885900001973,10,246.89296289999038,246.89296289999038,0.030387400183826685,248.04720730008557,[-0.3],[-0.236],[1],[0],[0],[1.1680167999584228],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
174,0,174,0,248.11097100004554,,248.05278220004402,10,248.11097100004554,248.11097100004554,0.03380259987898171,249.69830330018885,[0.164],[-0.108],[1],[0],[0],[1.6125298000406474],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
175,0,175,0,249.74599970015697,,249.70119360019453,10,249.74599970015697,249.74599970015697,0.025820899987593293,251.01645980007015,[-0.336],[-0.258],[1],[0],[0],[1.2896159999072552],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
176,0,176,0,251.0474859001115,,251.0194428001996,5,251.0474859001115,251.0474859001115,0.01492880005389452,252.81918720016256,[0.0],[0.442],[1],[0],[0],[1.784964800113812],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
177,0,177,0,252.8831745001953,,252.82253590016626,10,252.8831745001953,252.8831745001953,0.029206500155851245,253.88626180007122,[0.206],[0.41],[1],[0],[0],[1.034876799909398],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
178,0,178,0,253.91741620004177,,253.88925860007294,5,253.91741620004177,253.91741620004177,0.016818500123918056,255.08834930020384,[-0.16],[0.186],[1],[0],[0],[1.182473599910736],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
