trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,37.973138300000016,,37.94457019999999,5,37.973138300000016,37.973138300000016,0.012089900000034959,40.545529699999975,[0.196],[-0.444],[1],[0],[0],[2.5886433999999667],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
11,0,11,0,40.59244050000001,,40.54769870000001,10,40.59244050000001,40.59244050000001,0.024231099999951766,43.080485399999986,[0.004],[-0.036],[1],[0],[0],[2.5083738000000153],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
12,0,12,0,43.11201629999999,,43.08273869999999,5,43.11201629999999,43.11201629999999,0.011175299999990784,45.45105799999999,[0.068],[0.37],[1],[0],[0],[2.357113200000015],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
13,0,13,0,45.497898599999985,,45.453484300000014,10,45.497898599999985,45.497898599999985,0.022723499999983687,46.08417659999998,[0.068],[0.37],[1],[0],[0],[0.6079304000000434],[],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
14,0,14,0,46.131704799999966,,46.08667329999997,10,46.131704799999966,46.131704799999966,0.02710989999997082,49.58763619999996,[0.284],[-0.468],[1],[0],[0],[3.4738057999999796],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
15,0,15,0,49.61896079999997,,49.5899,5,49.61896079999997,49.61896079999997,0.010926600000004782,51.62450289999998,[0.292],[-0.04],[1],[0],[0],[2.0236136999999985],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
16,0,16,0,51.67142389999998,,51.62687690000001,10,51.67142389999998,51.67142389999998,0.023103600000013103,53.47561109999998,[0.164],[0.21],[1],[0],[0],[1.825523999999973],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
17,0,17,0,53.5235012,,53.47838999999999,10,53.5235012,53.5235012,0.025221500000043306,55.3284865,[-0.362],[-0.346],[1],[0],[0],[1.8247448999999847],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
18,0,18,0,55.37556330000001,,55.33079729999997,10,55.37556330000001,55.37556330000001,0.024798999999973148,58.331517599999984,[0.078],[0.254],[1],[0],[0],[2.975886799999955],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
19,0,19,0,58.37920559999998,,58.33389219999998,10,58.37920559999998,58.37920559999998,0.02736099999998487,61.2847309,[0.114],[0.26],[1],[0],[0],[2.9234150999999997],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
20,0,20,0,61.33233250000001,,61.2870896,10,61.33233250000001,61.33233250000001,0.026166399999965506,63.620470799999964,[-0.24],[0.048],[1],[0],[0],[2.3070298000000093],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
21,0,21,0,63.65149709999997,,63.62282579999999,5,63.65149709999997,63.65149709999997,0.012622799999974177,65.45587339999997,[0.27],[0.132],[1],[0],[0],[1.820331699999997],[],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
22,0,22,0,65.50339049999997,,65.45820959999998,10,65.50339049999997,65.50339049999997,0.022852199999988443,69.12663889999999,[-0.33],[0.02],[1],[0],[0],[3.645439500000009],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
23,0,23,0,69.15668690000001,,69.12908219999997,5,69.15668690000001,69.15668690000001,0.01259960000004412,71.6963374,[0.318],[0.332],[1],[0],[0],[2.554559300000051],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
24,0,24,0,71.7269632,,71.69876579999999,5,71.7269632,71.7269632,0.01264200000002802,74.41604949999999,[-0.328],[0.418],[1],[0],[0],[2.704706499999986],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
25,0,25,0,74.4459933,,74.41848269999997,5,74.4459933,74.4459933,0.013740600000005543,76.53507830000001,[-0.104],[0.006],[1],[0],[0],[2.1027348000000075],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
26,0,26,0,76.58252849999997,,76.5377221,10,76.58252849999997,76.58252849999997,0.024085700000000543,78.60363319999999,[-0.292],[0.236],[1],[0],[0],[2.0417752000000178],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
27,0,27,0,78.65166199999999,,78.60594270000001,10,78.65166199999999,78.65166199999999,0.024213600000052793,81.59079029999998,[0.258],[-0.46],[1],[0],[0],[2.9604916000000117],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
28,0,28,0,81.63802149999998,,81.5931817,10,81.63802149999998,81.63802149999998,0.02398560000000316,84.19308050000001,[-0.276],[0.114],[1],[0],[0],[2.575809300000003],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
29,0,29,0,84.24070589999997,,84.19546149999996,10,84.24070589999997,84.24070589999997,0.02399520000000166,89.41559209999997,[-0.414],[-0.476],[1],[0],[0],[5.196005300000081],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
30,0,30,0,89.44639779999994,,89.41785439999995,5,89.44639779999994,89.44639779999994,0.012049599999954808,92.41885589999998,[-0.116],[0.276],[1],[0],[0],[2.989064600000006],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
31,0,31,0,92.46639799999997,,92.42265089999995,5,92.46639799999997,92.46639799999997,0.022684099999992213,94.48786409999997,[0.286],[-0.052],[1],[0],[0],[2.0427583000000595],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
32,0,32,0,94.51905670000002,,94.4902404,5,94.51905670000002,94.51905670000002,0.012249499999938962,96.45704419999998,[-0.424],[-0.166],[1],[0],[0],[1.9544557000000395],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
33,0,33,0,96.48774099999997,,96.45932290000002,5,96.48774099999997,96.48774099999997,0.012420399999996334,98.7932864,[-0.444],[-0.456],[1],[0],[0],[2.321469499999921],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
34,0,34,0,98.84032299999996,,98.79564620000002,10,98.84032299999996,98.84032299999996,0.022314999999935026,100.52811279999997,[0.046],[-0.028],[1],[0],[0],[1.710039800000004],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
35,0,35,0,100.5757547,,100.53058719999996,10,100.5757547,100.5757547,0.02404710000007526,103.43056259999997,[0.076],[0.366],[1],[0],[0],[2.8758017999999765],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
36,0,36,0,103.47862860000004,,103.43280899999996,10,103.47862860000004,103.47862860000004,0.023276600000031067,105.78288489999994,[-0.46],[0.454],[1],[0],[0],[2.3265996999999743],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
37,0,37,0,105.83049060000002,,105.78533580000004,10,105.83049060000002,105.83049060000002,0.02137070000003405,108.6364494,[-0.132],[0.062],[1],[0],[0],[2.829878000000008],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
38,0,38,0,108.68375520000001,,108.6387924,10,108.68375520000001,108.68375520000001,0.024004600000012033,111.34145440000003,[0.332],[0.244],[1],[0],[0],[2.6787203999999747],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
39,0,39,0,111.37037159999994,,111.34823620000003,5,111.37037159999994,111.37037159999994,0.013409500000079788,114.07652349999995,[-0.134],[-0.34],[1],[0],[0],[2.7147712999999385],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
40,0,40,0,114.10716789999998,,114.07871829999993,5,114.10716789999998,114.10716789999998,0.012314600000081555,116.19462319999997,[0.006],[-0.268],[1],[0],[0],[2.103507000000036],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
41,0,41,0,116.24274129999998,,116.19775190000001,10,116.24274129999998,116.24274129999998,0.02431689999991704,119.24822139999998,[0.486],[0.478],[1],[0],[0],[3.025982900000031],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
42,0,42,0,119.27972540000002,,119.2504677,5,119.27972540000002,119.27972540000002,0.011002999999959684,121.28475039999995,[0.3],[0.244],[1],[0],[0],[2.023163899999986],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
43,0,43,0,121.33141169999993,,121.28709550000002,10,121.33141169999993,121.33141169999993,0.024290299999961462,124.12015030000003,[-0.128],[0.372],[1],[0],[0],[2.808772699999963],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
44,0,44,0,124.1509355,,124.12251710000004,5,124.1509355,124.1509355,0.01309809999997924,125.92282319999998,[0.324],[0.068],[1],[0],[0],[1.787095299999919],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
45,0,45,0,125.96989719999993,,125.92531479999997,10,125.96989719999993,125.96989719999993,0.02357459999996081,127.75776019999995,[-0.506],[-0.022],[1],[0],[0],[1.8087240000000975],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
46,0,46,0,127.80559599999998,,127.7603287,10,127.80559599999998,127.80559599999998,0.02452990000006139,130.22717419999998,[0.228],[-0.46],[1],[0],[0],[2.442161800000008],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
47,0,47,0,130.25814469999995,,130.22952249999997,5,130.25814469999995,130.25814469999995,0.010818200000016986,132.6130275,[0.424],[-0.242],[1],[0],[0],[2.372566000000006],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
48,0,48,0,132.64392700000002,,132.61542379999997,5,132.64392700000002,132.64392700000002,0.012845500000025822,135.34927720000002,[-0.402],[0.086],[1],[0],[0],[2.7208736000000044],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
49,0,49,0,135.38072370000003,,135.35156369999999,5,135.38072370000003,135.38072370000003,0.01344179999989592,137.76921469999996,[0.368],[-0.476],[1],[0],[0],[2.4040372999999136],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
50,0,50,0,137.79920250000004,,137.7715917,5,137.79920250000004,137.79920250000004,0.012825000000020736,140.17161200000004,[-0.466],[-0.346],[1],[0],[0],[2.387140600000066],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
51,0,51,0,140.21842980000002,,140.17442620000003,5,140.21842980000002,140.21842980000002,0.018962699999974575,143.59202469999997,[0.372],[-0.266],[1],[0],[0],[3.398384100000044],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
52,0,52,0,143.63966039999997,,143.5942577,10,143.63966039999997,143.63966039999997,0.024310799999966548,145.94476449999996,[0.278],[0.41],[1],[0],[0],[2.3261079999999765],[],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
53,0,53,0,145.9922353,,145.94715060000004,10,145.9922353,145.9922353,0.023089099999992868,150.33304760000004,[-0.192],[-0.388],[1],[0],[0],[4.362747000000013],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
54,0,54,0,150.36383289999998,,150.33560040000003,5,150.36383289999998,150.36383289999998,0.011811899999997877,152.43468439999998,[-0.284],[-0.078],[1],[0],[0],[2.087278900000001],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
55,0,55,0,152.46599429999998,,152.4368884,5,152.46599429999998,152.46599429999998,0.011019499999974869,154.9207604,[0.448],[0.31],[1],[0],[0],[2.4726897000000463],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
56,0,56,0,154.95184549999993,,154.92316309999995,5,154.95184549999993,154.95184549999993,0.011663799999951152,159.85952319999996,[-0.404],[0.024],[1],[0],[0],[4.924638899999991],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
57,0,57,0,159.89082019999995,,159.86195949999995,5,159.89082019999995,159.89082019999995,0.012499999999931788,162.16285039999997,[-0.38],[-0.244],[1],[0],[0],[2.2883048999999573],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
58,0,58,0,162.19335399999994,,162.16517689999995,5,162.19335399999994,162.19335399999994,0.013242200000036064,164.11460429999994,[0.404],[-0.164],[1],[0],[0],[1.9360011999999642],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
59,0,59,0,164.16236329999998,,164.11681270000003,10,164.16236329999998,164.16236329999998,0.02427069999998821,166.4836757,[0.412],[-0.3],[1],[0],[0],[2.34250899999995],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
60,0,60,0,166.51487489999994,,166.48612039999995,5,166.51487489999994,166.51487489999994,0.01292949999992743,168.91942609999995,[-0.1],[0.384],[1],[0],[0],[2.4202253999999357],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
61,0,61,0,168.95070500000003,,168.92171679999996,5,168.95070500000003,168.95070500000003,0.011059799999998177,170.77227699999997,[-0.1],[0.124],[1],[0],[0],[1.8392603999999437],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
62,0,62,0,170.80257709999995,,170.77453439999994,5,170.80257709999995,170.80257709999995,0.01146819999996751,172.84038259999994,[0.124],[0.138],[1],[0],[0],[2.0542894999999817],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
63,0,63,0,172.88859440000004,,172.84269869999997,10,172.88859440000004,172.88859440000004,0.023370099999965532,175.3594337,[0.052],[-0.292],[1],[0],[0],[2.4932026999999835],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
64,0,64,0,175.40742359999996,,175.3616457,10,175.40742359999996,175.40742359999996,0.02370810000002166,177.49695790000004,[0.45],[0.116],[1],[0],[0],[2.1115283999999974],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
65,0,65,0,177.54289539999996,,177.4993017,10,177.54289539999996,177.54289539999996,0.02345279999997274,180.1326763,[0.296],[0.076],[1],[0],[0],[2.6097432000000254],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
66,0,66,0,180.17989219999998,,180.13511339999997,10,180.17989219999998,180.17989219999998,0.024141600000007202,182.86935939999995,[-0.444],[-0.27],[1],[0],[0],[2.709959900000058],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
67,0,67,0,182.91601740000004,,182.87178609999995,10,182.91601740000004,182.91601740000004,0.022829900000033376,185.10433589999997,[0.252],[-0.268],[1],[0],[0],[2.209573500000033],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
68,0,68,0,185.13526789999997,,185.10690359999995,5,185.13526789999997,185.13526789999997,0.011753399999975045,187.69059650000003,[-0.028],[0.352],[1],[0],[0],[2.5719285999999784],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
69,0,69,0,187.73803370000002,,187.69287730000002,10,187.73803370000002,187.73803370000002,0.023556099999950675,190.0431114,[0.048],[0.108],[1],[0],[0],[2.326576100000011],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
70,0,70,0,190.09039769999998,,190.0455027,10,190.09039769999998,190.09039769999998,0.023050099999977647,193.23027080000003,[0.066],[-0.274],[1],[0],[0],[3.1616944000001013],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
71,0,71,0,193.26071110000004,,193.232818,5,193.26071110000004,193.26071110000004,0.012316800000007788,195.99971149999993,[0.058],[-0.416],[1],[0],[0],[2.754411799999957],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
72,0,72,0,196.04755649999998,,196.00192220000002,10,196.04755649999998,196.04755649999998,0.02405229999999392,198.30150739999993,[0.4],[-0.164],[1],[0],[0],[2.275364999999965],[],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
73,0,73,0,198.3330259,,198.3039465,5,198.3330259,198.3330259,0.011091899999996713,201.47307110000003,[-0.478],[0.46],[1],[0],[0],[3.1580076999999847],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
74,0,74,0,201.51927370000004,,201.47782990000002,5,201.51927370000004,201.51927370000004,0.02434440000001814,203.3584325,[-0.018],[0.16],[1],[0],[0],[1.8566704999999502],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
75,0,75,0,203.38887700000004,,203.3606656,5,203.38887700000004,203.38887700000004,0.013129299999945943,206.36126429999996,[-0.228],[0.194],[1],[0],[0],[2.9873317999999927],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
76,0,76,0,206.4087771,,206.36359190000002,10,206.4087771,206.4087771,0.023695800000041345,208.39613019999996,[-0.204],[0.018],[1],[0],[0],[2.0088150999999925],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
77,0,77,0,208.4273407,,208.39900989999995,5,208.4273407,208.4273407,0.013015499999937674,211.3672376,[0.366],[0.3],[1],[0],[0],[2.9552024999999276],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
78,0,78,0,211.41423400000002,,211.3695138,10,211.41423400000002,211.41423400000002,0.024304700000016055,213.7027357,[0.202],[-0.06],[1],[0],[0],[2.30872880000004],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
79,0,79,0,213.75013369999994,,213.7050291,10,213.75013369999994,213.75013369999994,0.02192569999999705,215.6552307,[-0.018],[0.19],[1],[0],[0],[1.9281389000000217],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
80,0,80,0,215.68550250000004,,215.6576038,5,215.68550250000004,215.68550250000004,0.012071200000036697,218.75837889999997,[-0.3],[-0.452],[1],[0],[0],[3.0885906999999406],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
81,0,81,0,218.7892261,,218.76073709999997,5,218.7892261,218.7892261,0.01293759999998656,221.44415229999998,[-0.468],[-0.366],[1],[0],[0],[2.6704131999999845],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
82,0,82,0,221.47542449999997,,221.4464638,5,221.47542449999997,221.47542449999997,0.012414600000056453,224.31420869999994,[-0.412],[0.22],[1],[0],[0],[2.855271700000003],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
83,0,83,0,224.34541810000002,,224.31652509999998,5,224.34541810000002,224.34541810000002,0.013579199999981029,226.84941629999997,[0.106],[-0.162],[1],[0],[0],[2.5192309999999907],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
84,0,84,0,226.8978563,,226.85226319999998,10,226.8978563,226.8978563,0.023342999999954372,229.2385721,[0.256],[-0.12],[1],[0],[0],[2.363068599999906],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
85,0,85,0,229.26632869999997,,229.24190200000004,5,229.26632869999997,229.26632869999997,0.017013499999961823,231.92201040000003,[-0.256],[-0.34],[1],[0],[0],[2.6635724999999866],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
86,0,86,0,231.96973559999998,,231.9246083,10,231.96973559999998,231.96973559999998,0.028194600000006176,235.00851619999997,[-0.14],[0.028],[1],[0],[0],[3.0558412999999973],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
87,0,87,0,235.03952469999996,,235.01130959999995,5,235.03952469999996,235.03952469999996,0.012656900000024507,236.82749099999995,[0.182],[0.076],[1],[0],[0],[1.8037228000000596],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
88,0,88,0,236.89199839999998,,236.83222289999998,10,236.89199839999998,236.89199839999998,0.038773600000013175,239.5466445,[-0.41],[-0.248],[1],[0],[0],[2.6762264999999843],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
89,0,89,0,239.57760189999993,,239.55125449999997,5,239.57760189999993,239.57760189999993,0.017379499999947257,242.7512205,[-0.042],[0.388],[1],[0],[0],[3.1828563999999915],['target'],870809,001,2024-10-02_00h04.02.008,VisualSearchTask,2024.1.5,None,2024-10-02 00h04.11.497712 +0530,
